cluster_id,total_PRCSF,total_AI,total_PLA_AI,total_PLAN_AI,total_PLAAF_AI,total_PLARF_AI,total_PLAOther_AI,total_PAP_AI,total_MPS_AI,NP,growth_percent_5yr,growth_percent_3yr,citations_per_paper,ai_percent,nlp_percent,cv_percent,ro_percent,max_type,level1_mag,subject
110460,8,6,6,0,1,3,3,0,0,277,0.0,-57.14,7.67,10.47,0.0,2.53,3.97,Other,artificial intelligence,"results,paper,method"
91489,8,2,2,1,0,1,0,0,0,590,-66.67,-42.31,5.34,2.37,0.0,0.0,0.68,Other,mechanical engineering,"有限元,有限元分析,优化设计"
120070,8,5,4,1,0,1,2,0,1,300,-47.06,-43.75,5.05,10.67,0.33,0.0,2.0,Other,algorithm,"paper,path planning,system"
73303,8,1,1,0,0,0,1,0,0,603,141.67,20.83,13.79,0.33,0.0,0.0,0.0,Other,food science,"coix,study,effect"
125756,8,1,1,1,0,0,0,0,0,222,-16.67,-50.0,5.99,0.0,0.0,0.0,0.0,Other,composite material,"density,properties,materials"
68421,8,2,2,0,0,0,2,0,0,462,-52.17,-59.26,14.39,1.73,0.43,0.0,0.22,Other,developmental psychology,"executive function,children,study"
112815,8,2,2,0,0,1,1,0,0,357,-14.29,0.0,5.98,0.0,0.0,0.0,0.28,Other,nuclear engineering,"results,method,detector"
107445,8,2,2,0,0,0,2,0,0,240,0.0,0.0,29.89,1.25,0.0,0.42,0.0,Other,neuroscience,"patterns,study,cortex"
761,8,1,1,0,0,0,1,0,0,3185,35.57,22.53,46.28,0.03,0.0,0.0,0.0,Other,optoelectronics,"graphene,plasmon,terahertz radiation"
56369,8,1,1,0,0,0,1,0,0,749,-58.97,-60.98,9.99,0.27,0.0,0.0,0.0,Other,botany,"drought resistance,anatomical structure,解剖结构"
96408,8,5,5,2,0,0,3,0,0,359,-3.7,-7.14,9.36,43.73,0.0,4.18,0.0,AI/ML,artificial intelligence,"classification,thyroid,accuracy"
18334,8,2,2,2,0,0,0,0,0,1273,-33.33,-37.14,14.83,18.46,0.0,0.55,17.67,Other,artificial intelligence,"system,robot,accuracy"
45005,8,5,4,0,0,1,3,1,0,697,-10.0,9.09,18.81,5.6,0.29,0.43,0.0,Other,artificial intelligence,"metabolomics,study,cancer"
35330,8,2,2,0,0,0,2,0,0,1008,-42.59,-29.55,10.78,1.79,0.0,0.2,0.0,Other,electronic engineering,"paper,faults,system"
55891,8,6,6,0,0,0,6,0,0,681,-11.54,53.33,7.28,18.36,0.0,2.79,0.0,Other,artificial intelligence,"ultrasonic sensor,signals,results"
5521,8,2,2,0,0,0,2,0,0,1876,-10.71,38.89,38.33,0.16,0.0,0.0,0.0,Other,neuroscience,"neurons,activity,rhythm"
30660,8,5,5,0,1,2,2,0,0,1087,-21.57,-21.57,10.64,21.07,0.0,5.98,3.5,Other,mechanical engineering,"welding,system,weld pool"
65702,8,1,1,0,0,1,0,0,0,607,-50.91,-34.15,8.9,1.48,0.0,0.0,2.31,Other,aerospace engineering,"supersonic speed,parachute,mars exploration program"
94582,8,2,2,0,0,0,2,0,0,341,-46.67,0.0,10.36,3.52,0.0,0.0,0.0,Other,algorithm,"results,signals,chaotic"
36341,8,1,1,0,0,0,1,0,0,668,-10.0,0.0,28.5,0.0,0.0,0.0,0.0,Other,microbiology,"study,mutans,streptococcus mutans"
64086,8,1,1,0,0,0,1,0,0,644,-33.33,-37.25,11.2,0.16,0.0,0.0,0.0,Other,medical education,"patient safety,education,study"
12969,8,1,0,0,0,0,0,1,0,1312,-53.57,-29.09,19.74,0.23,0.0,0.0,0.08,Other,computer network,"paper,consumption,network"
123417,8,2,2,0,0,0,2,0,0,388,-64.71,-33.33,6.49,0.26,0.0,0.0,0.0,Other,law,"life,pakistan,politics"
46493,8,8,8,1,1,0,6,0,0,701,-47.06,-41.94,36.01,25.53,0.14,0.86,1.0,AI/ML,artificial intelligence,"dendritic cell algorithm,artificial immune system,system"
4870,8,3,1,0,0,0,1,3,0,2634,9.94,30.15,22.22,6.0,0.0,4.1,0.04,Other,remote sensing,"area,data,results"
71439,8,1,1,0,0,0,1,0,0,382,-70.59,-68.75,33.96,0.26,0.0,0.0,0.0,Other,cell biology,"cells,neural stem cell,transplantation"
70215,8,1,1,0,0,0,1,0,0,532,-75.0,-62.5,8.85,6.02,0.0,6.02,0.0,Other,database,"model,paper,data"
8611,8,5,5,0,2,0,3,0,0,1780,7.3,-2.65,19.16,19.83,0.56,1.29,0.06,Other,computer security,"authentication,keystroke dynamics,biometrics"
528,8,1,0,0,0,0,0,1,0,3637,100.56,84.02,82.98,4.23,0.0,0.0,0.0,Other,computational biology,"docking,docking (dog),docking (molecular)"
10387,8,2,2,0,0,0,2,0,0,1869,139.02,90.91,27.55,4.17,0.0,4.33,0.0,Other,remote sensing,"china,area,data"
7129,8,2,1,0,0,0,1,0,1,3179,-55.09,-31.21,33.9,0.25,0.0,0.0,0.0,Other,marketing,"innovation,service innovation,services"
42204,8,1,1,0,1,0,0,0,0,643,-64.1,-68.89,26.55,0.0,0.0,0.0,0.0,Other,internal medicine,"adiponectin,disease,levels"
110585,8,2,1,0,0,0,1,1,0,226,-42.11,0.0,13.89,2.21,0.0,0.0,0.0,Other,neuroscience,"culture,study,neurons"
61742,8,1,1,0,0,0,1,0,0,954,-39.47,-47.73,7.73,0.73,0.21,0.0,0.52,Other,mathematics education,"learning,study,students"
25459,8,1,1,0,0,1,0,0,0,1037,1.79,14.0,99.22,0.58,0.0,0.19,0.0,Other,quantum mechanics,"entropy,system,fisher information"
36138,8,1,1,0,0,0,1,0,0,718,36.17,25.49,38.19,0.0,0.0,0.0,0.0,Other,internal medicine,"txnip,thioredoxin-interacting protein,protein"
94538,8,1,1,1,0,0,0,0,0,282,-38.46,-33.33,14.8,1.06,0.0,0.0,0.0,Other,computer network,"results,network,wireless sensor network"
68323,8,1,1,0,0,0,1,0,0,873,-63.49,-65.67,6.38,1.37,0.0,0.0,0.11,Other,automotive engineering,"brake,教学改革,system"
13019,8,2,2,0,0,0,2,0,0,1378,41.86,22.0,43.01,0.0,0.0,0.0,0.0,Other,immunology,"bruton's tyrosine kinase,cells,x-linked agammaglobulinemia"
1386,8,1,1,0,0,0,1,0,0,2984,21.79,15.34,47.0,11.46,4.36,0.4,0.0,Other,psychiatry,"dementia,frontotemporal dementia,patients"
78860,8,6,5,0,0,1,4,0,1,390,-88.89,-80.0,8.44,23.08,0.0,16.92,1.54,Other,artificial intelligence,"model,results,system"
45184,8,1,1,0,0,1,0,0,0,978,-50.79,-50.79,7.24,5.01,0.0,0.31,0.0,Other,hydrology,"water quality assessment,water quality,水质评价"
63865,8,1,0,0,0,0,0,0,1,1397,-50.81,-63.25,3.33,1.22,0.0,0.0,0.0,Other,accounting,"teaching reform,会计专业,教学改革"
29267,8,2,2,0,0,0,2,0,0,1037,268.42,65.35,19.14,0.29,0.0,0.0,0.0,Other,optics,"angular momentum,orbital angular momentum,mode"
48135,8,1,1,0,1,0,0,0,0,813,1.56,-1.52,11.61,0.25,0.0,0.0,0.0,Other,structural engineering,"blades,turbine blade,wind turbine blades"
20754,8,1,1,0,0,0,1,0,0,973,54.55,-4.23,47.77,0.1,0.0,0.0,0.0,Other,genetics,"mutations,disease,deficiency"
29864,8,1,1,0,0,0,1,0,0,1650,-44.25,-43.24,14.19,0.42,0.0,0.0,0.0,Other,economic system,"competitiveness,development,analysis"
4921,8,6,6,0,0,0,6,0,0,2042,-69.23,-52.63,25.66,10.77,0.05,1.81,2.45,Other,human computer interaction,"human–computer interaction,users,system"
9366,8,2,2,0,0,0,2,0,0,1493,0.0,19.23,13.3,0.54,0.0,0.0,0.0,Other,embedded system,"paper,faults,testing"
50226,8,1,1,0,0,0,1,0,0,621,-75.93,-58.06,17.39,0.64,0.0,0.16,0.0,Other,computer security,"encryption,access control,key"
94936,8,2,2,0,1,0,1,0,0,291,81.82,17.65,10.91,28.52,0.0,1.03,25.09,RO,control engineering,"paper,robot,system"
30400,8,2,2,0,0,1,1,0,0,1121,-7.95,2.53,12.67,9.19,0.27,0.09,0.0,Other,computer security,"insider threat,threat,insider"
18267,8,1,1,0,0,0,1,0,0,1196,-60.34,-48.89,15.6,1.09,0.0,0.08,0.0,Other,control theory,"system,electric power system,control"
69690,8,1,1,0,0,0,1,0,0,630,36.11,63.33,17.93,0.32,0.0,0.79,0.0,Other,radiology,"cholesteatoma,patients,study"
29093,8,3,3,0,0,0,3,0,0,1139,12.5,106.25,18.04,0.7,0.0,0.0,0.0,Other,geophysics,"inversion (meteorology),data,inversion"
3932,8,3,2,0,0,0,2,0,1,2285,1.74,-8.24,23.48,1.71,0.0,0.0,0.13,Other,computer network,"network,wireless,body area networks"
42345,8,2,2,0,0,1,1,0,0,690,13.64,13.64,28.92,1.74,0.14,0.14,0.14,Other,algorithm,"nonlinearity,method,surrogate data"
23969,8,1,1,0,0,0,1,0,0,1856,12.17,-3.73,11.08,2.42,0.27,0.11,0.16,Other,accounting,"audit,data,big data"
97135,8,2,2,0,2,0,0,0,0,361,-63.33,-54.17,9.53,8.59,0.0,0.83,0.0,Other,control theory,"switched reluctance motor,fault diagnosis,paper"
503,8,1,1,0,0,0,1,0,0,3417,158.8,18.47,27.0,0.44,0.0,0.0,0.03,Other,electronic engineering,"wireless,results,paper"
12017,8,1,1,0,0,0,1,0,0,2067,35.77,30.07,22.52,1.21,0.0,0.0,0.0,Other,geotechnical engineering,"analysis,method,results"
117562,8,3,3,0,0,0,3,0,0,190,4.17,92.31,21.45,0.53,0.0,0.0,0.53,Other,cell biology,"cochlea,cells,study"
1744,8,7,7,1,0,0,6,0,0,3008,72.83,54.21,41.89,8.84,0.47,0.03,0.03,Other,mathematical optimization,"network,social network,social networks"
5171,8,1,1,0,0,0,1,0,0,1927,155.1,80.29,62.94,0.1,0.0,0.0,0.0,Other,immunology,"cells,innate lymphoid cell,innate lymphoid cells"
5172,8,3,3,0,0,0,3,0,0,3860,-28.67,-11.44,54.03,0.54,0.03,0.03,0.0,Other,marketing,"entrepreneurship,opportunities,research"
100358,8,6,5,0,0,1,4,1,0,310,-75.0,-71.43,13.61,6.77,0.0,5.48,0.0,Other,algorithm,"experimental results,method,results"
56528,8,1,1,0,0,0,1,0,0,744,-76.6,-79.25,5.16,5.91,0.0,0.54,0.27,Other,mathematical optimization,"reactive power optimization,model,无功优化"
83984,8,1,1,0,0,0,1,0,0,512,5.88,20.0,6.58,0.98,0.0,0.0,0.2,Other,control theory,"geostationary satellites,geostationary orbit,satellite"
73392,8,1,1,0,0,0,1,0,0,481,-38.1,-23.53,17.93,0.62,0.0,0.42,0.0,Other,pathology,"benign prostatic hyperplasia,hyperplasia,prostate"
28253,8,6,6,4,0,0,2,0,0,1118,-25.93,-29.82,14.53,7.87,0.09,0.0,3.04,Other,control theory,"bond graph,system,model"
5831,8,2,2,0,0,0,2,0,0,2990,18.64,-9.09,14.56,2.84,0.03,0.0,0.17,Other,geotechnical engineering,"results,model,performance"
22886,8,3,2,1,0,0,1,0,1,1204,-38.1,-11.36,16.84,0.58,0.0,0.08,0.0,Other,control theory,"system,estimation,electric power system"
529,8,7,5,0,0,1,4,0,2,3837,3.85,24.47,24.33,64.09,0.57,50.95,6.12,CV,artificial intelligence,"gesture recognition,gesture,method"
40010,8,3,3,1,0,2,0,0,0,822,15.0,4.55,13.86,9.25,0.0,0.0,1.46,Other,control theory,"pid controller,system,controller"
68011,8,1,1,0,0,0,1,0,0,542,0.0,125.0,22.36,0.74,0.0,0.0,0.0,Other,pathology,"nervous system,brain,study"
28917,8,3,3,0,0,0,3,0,1,1005,-34.72,-18.97,27.52,4.68,0.0,0.2,0.0,Other,chromatography,"samples,fingerprint,method"
52874,8,1,1,0,0,0,1,1,0,1002,-23.68,-7.94,9.26,0.8,0.0,0.0,0.1,Other,composite material,"shotcrete,concrete,strength"
125863,8,6,5,0,0,0,5,1,0,165,-22.22,0.0,9.54,3.64,0.0,3.03,0.0,Other,artificial intelligence,"synthetic aperture radar,results,method"
63934,8,1,1,0,0,0,1,1,0,501,-36.36,0.0,11.78,0.2,0.0,0.0,0.0,Other,mathematical analysis,"stability,existence,system"
62245,8,1,1,0,0,0,1,0,0,684,-20.0,-20.0,13.38,0.15,0.0,0.15,0.29,Other,mechanics,"method,results,vibration"
72969,8,7,5,0,0,0,5,0,2,394,-82.86,-82.86,12.69,69.04,0.51,44.92,0.51,CV,artificial intelligence,"method,recognition,face recognition"
35291,8,2,2,0,1,0,1,0,0,719,53.85,27.66,49.17,0.97,0.0,0.0,0.0,Other,neuroscience,"neurons,pain,spinal cord"
39620,8,2,2,0,0,0,2,0,0,1366,-83.08,-65.63,14.02,0.88,0.0,0.0,0.0,Other,database,"system,data,data warehouse"
58284,8,1,1,1,0,0,0,0,0,928,-60.0,-70.59,5.14,0.97,0.0,0.0,0.0,Other,metallurgy,"steel industry,钢铁工业,process"
20334,8,2,2,0,0,0,2,0,0,1182,-4.62,34.78,24.47,0.25,0.0,0.0,0.0,Other,computational physics,"model,results,method"
79988,8,2,2,1,0,0,1,0,0,632,-63.16,-62.16,5.45,1.58,0.0,0.0,0.0,Other,ecology,"companies,cost,paper"
119219,8,1,1,0,0,0,1,1,0,368,-56.25,-68.18,6.74,0.27,0.0,0.0,0.0,Other,marketing,"research,government,study"
64831,8,1,1,0,0,0,1,0,0,743,-60.32,-39.02,8.76,1.62,0.27,0.13,0.0,Other,world wide web,"applications,paper,system"
68548,8,1,0,0,0,0,0,1,0,515,-30.0,-12.5,10.36,0.58,0.0,0.58,0.0,Other,optics,"wavefront,turbulence,adaptive optics"
23552,8,1,1,0,0,0,1,0,0,1242,52.63,22.54,114.2,0.08,0.0,0.0,0.08,Other,statistics,"meta-analysis,publication bias,study"
29094,8,5,5,0,0,0,5,0,0,2344,-36.99,-23.76,27.24,0.26,0.13,0.0,0.0,Other,media studies,"labor,capitalism,article"
44347,8,4,2,0,0,0,2,2,0,764,-33.33,-31.25,7.14,3.01,0.0,0.0,0.26,Other,software engineering,"system,paper,model"
61159,8,2,2,0,0,0,2,0,0,613,-48.84,-33.33,11.92,1.14,0.0,0.0,0.0,Other,algorithm,"paper,structure,method"
82411,8,1,1,0,0,0,1,0,0,364,35.29,27.78,30.8,1.1,0.27,1.37,0.27,Other,developmental psychology,"sleep,study,effect"
39947,8,1,1,1,0,0,0,0,0,662,-35.59,-22.45,16.14,4.98,0.0,0.3,0.0,Other,computer security,"access control,policy,paper"
115501,8,1,1,0,0,0,1,0,0,206,-16.67,0.0,15.64,6.31,0.0,0.97,0.0,Other,mathematical optimization,"results,problem,genetic algorithm"
49541,8,1,1,0,0,0,1,0,0,1130,-85.26,-82.05,5.47,0.18,0.0,0.0,0.0,Other,economic growth,"panel data,urbanization,经济增长"
21175,8,2,2,0,1,0,1,0,0,2293,167.88,78.95,25.79,3.49,0.35,0.13,0.04,Other,data science,"big data,data,analytics"
41887,8,2,2,1,0,0,1,0,0,738,-56.67,-42.22,10.83,4.07,0.0,0.14,0.0,Other,control theory,"method,paper,control"
3140,8,1,1,1,0,0,0,0,0,2813,-44.87,-8.51,35.84,1.88,0.04,0.11,0.07,Other,software engineering,"software,metrics,system"
32419,8,1,1,0,0,0,1,0,0,1501,4.4,-31.16,6.98,3.46,0.0,0.2,0.4,Other,agronomy,"design,seeding,sowing"
79007,8,1,1,0,0,0,1,0,0,409,-14.29,-40.0,19.58,0.49,0.0,0.0,0.0,Other,seismology,"earthquakes,faults,plateau"
119770,8,1,1,0,0,0,1,0,0,299,-63.64,-40.0,6.71,2.01,0.0,0.0,0.33,Other,automotive engineering,"manual transmission,transmission,synchronizer"
12014,8,1,1,0,0,0,1,0,0,1668,-25.81,27.78,17.2,0.48,0.0,0.0,0.06,Other,reliability engineering,"system,reliability,software"
11737,8,1,1,0,0,0,1,0,0,1520,24.72,35.37,22.23,1.05,0.0,1.18,0.0,Other,optics,"polarization (waves),polarimetry,mueller calculus"
26750,8,7,5,1,0,2,2,0,2,892,-63.83,-46.88,17.31,35.2,0.45,29.6,0.78,CV,artificial intelligence,"image retrieval,images,features"
46600,8,1,1,0,0,0,1,0,0,656,29.73,-5.88,30.82,0.0,0.0,0.0,0.0,Other,internal medicine,"obstructive sleep apnea,apnea,sleep apnea"
62792,8,1,1,0,0,0,1,0,0,463,17.65,25.0,40.78,0.22,0.0,0.0,0.0,Other,cell biology,"cells,protein,cell polarity"
2806,8,1,1,1,0,0,0,0,0,3509,27.52,39.7,15.13,1.31,0.0,0.2,0.03,Other,medical education,"students,education,study"
2755,8,1,1,1,0,0,0,0,0,2717,71.64,88.52,28.0,0.44,0.0,0.04,0.0,Other,audiology,"study,dysfunction,patients"
103939,8,4,4,0,0,2,2,0,0,348,-42.86,-36.0,6.77,10.92,0.0,9.77,0.29,Other,artificial intelligence,"paper,ionosphere,system"
29650,8,1,0,0,0,0,0,0,1,925,14.29,33.33,18.29,0.11,0.0,0.0,0.0,Other,chromatography,"glyphosate,method,samples"
14032,8,7,7,2,0,1,4,0,0,1461,-15.56,-25.49,26.83,20.4,9.92,1.03,0.07,Other,information retrieval,"latent semantic analysis,results,method"
8074,8,2,2,0,0,0,2,0,0,2400,-18.58,-28.13,22.04,7.54,0.13,1.58,0.0,Other,data science,"volunteered geographic information,data,information"
6225,8,4,4,2,0,0,2,0,0,1882,18.49,38.4,44.43,8.82,0.0,0.64,2.55,Other,statistical physics,"model,system,behavior"
116920,8,2,2,0,0,0,2,0,0,189,-54.84,-36.36,24.24,24.34,0.0,12.7,0.53,Other,algorithm,"problem,results,method"
51617,8,7,7,2,0,1,4,0,0,558,-53.33,-36.36,18.26,43.01,0.0,39.61,0.72,CV,artificial intelligence,"segmentation,image segmentation,images"
35954,8,1,1,0,0,0,1,0,0,779,-54.84,-22.22,19.0,1.54,0.0,0.0,0.0,Other,chromatography,"gc-ms,method,resolution"
65917,8,6,5,0,1,1,3,0,1,458,-53.33,-6.67,23.41,43.45,0.44,22.49,0.87,AI/ML,artificial intelligence,"paper,method,data"
24660,8,6,6,0,5,0,1,0,0,1045,85.71,48.57,25.49,6.22,0.0,0.0,0.29,Other,mathematical optimization,"paper,model,uncertainty theory"
41553,8,6,6,4,1,1,1,0,0,778,-56.25,-58.21,71.97,45.12,3.98,12.98,0.9,AI/ML,artificial intelligence,"support vector machine,method,results"
83522,8,1,1,0,0,0,1,0,0,409,-22.22,16.67,8.73,0.24,0.0,0.0,0.0,Other,statistics,"design,method,time"
44872,8,1,1,0,0,0,1,0,0,922,-14.81,-6.12,15.35,0.0,0.0,0.0,0.0,Other,traditional medicine,"tribulus terrestris,effect,study"
54415,8,1,1,1,0,0,0,0,0,624,1.92,-32.05,23.53,0.96,0.0,0.0,0.0,Other,chromatography,"metabolomics,metabolites,study"
738,8,1,1,0,0,0,1,0,0,3406,14.8,24.27,35.23,0.09,0.0,0.03,0.03,Other,optics,"resonator,whispering-gallery wave,mode"
44014,8,4,4,2,1,1,1,0,0,1040,-23.21,-15.69,7.62,3.65,0.0,0.1,5.1,Other,control theory,"cam,cam mechanism,design"
47499,8,1,1,0,0,0,1,0,0,675,-38.24,-41.67,17.06,0.15,0.0,0.15,0.0,Other,anatomy,"irf6,expression,study"
88242,8,2,2,1,0,0,1,0,0,465,-25.0,12.5,8.19,1.08,0.0,0.22,1.08,Other,geodesy,"gravity gradient,gravity gradiometer,gradiometer"
84602,8,1,1,0,0,0,1,0,0,419,4.76,22.22,22.45,0.72,0.0,0.24,0.0,Other,surgery,"fractures,classification,study"
26126,8,1,1,0,0,0,1,0,0,1458,-1.06,2.2,15.05,0.55,0.0,0.0,0.0,Other,industrial organization,"port (computer networking),ports,model"
108976,8,3,3,1,1,0,1,0,0,374,-70.83,-61.11,6.07,0.53,0.0,0.27,0.8,Other,optics,"system,lamost,telescope"
53969,8,8,8,2,4,0,2,0,0,623,-34.62,-19.05,13.56,27.29,0.48,2.89,0.64,AI/ML,artificial intelligence,"fuzzy logic,approach,paper"
63930,8,3,3,1,0,0,2,0,0,619,14.81,-24.39,14.34,5.01,0.0,0.16,0.0,Other,control engineering,"system,buildings,paper"
92285,8,1,1,0,0,0,1,0,0,876,-66.67,-68.89,2.81,0.0,0.0,0.0,0.0,Other,engineering management,"实践教学,teaching reform,教学改革"
6210,8,5,5,0,1,0,4,1,0,2202,-52.43,-30.0,33.17,22.34,1.32,0.41,1.73,Other,artificial intelligence,"emotions,model,behavior"
4334,8,1,0,0,0,0,0,0,1,2521,-2.99,80.56,22.38,0.95,0.0,0.36,0.16,Other,meteorology,"model,fire,behavior"
86703,7,1,1,0,0,1,0,0,0,417,-33.33,-50.0,4.32,0.0,0.0,0.0,0.0,Other,optics,"perturbation (astronomy),complex permittivity,rectangular cavity perturbation method"
81741,7,3,3,0,2,0,1,0,0,419,-45.16,-43.33,12.99,5.49,0.24,0.0,2.39,Other,simulation,"air traffic control,system,trajectory"
108959,7,3,3,0,0,0,3,0,0,417,-60.0,-9.09,5.49,1.92,0.0,0.0,1.2,Other,metallurgy,"process,液压支架,hydraulic support"
74694,7,1,1,0,0,0,1,0,0,735,62.86,62.86,5.12,1.63,0.0,0.14,0.41,Other,optics,"arduino,experiments,system"
10754,7,1,1,0,0,0,1,0,0,1813,-50.47,-24.29,14.62,0.66,0.0,0.17,0.0,Other,computer security,"network,paper,attacks"
7933,7,2,2,0,0,0,2,0,0,1643,135.23,32.69,32.58,6.51,0.0,0.43,0.0,Other,computational biology,"cytometry,mass cytometry,cells"
75683,7,1,1,0,0,0,1,1,0,604,0.0,22.86,7.4,0.83,0.0,0.17,0.17,Other,structural engineering,"crankshaft,results,analysis"
55201,7,1,1,0,0,0,1,0,0,771,-11.54,-27.37,11.72,0.91,0.13,0.13,0.0,Other,environmental health,"disease,mouth disease,hfmd"
21125,7,4,4,4,0,0,0,0,0,1069,143.06,44.63,22.86,1.59,0.0,0.09,0.47,Other,control theory,"system,stability,paper"
22496,7,2,2,0,0,0,2,0,0,1114,-45.83,-41.57,20.79,15.62,4.31,0.0,0.09,Other,data mining,"model,process,process model"
57085,7,2,1,0,0,0,1,0,1,657,-61.54,-55.88,16.04,0.46,0.0,0.0,0.0,Other,meteorology,"moisture,fuel moisture content,moisture content"
12665,7,1,1,0,0,1,0,0,0,1408,19.67,4.29,16.91,1.63,0.0,0.0,1.35,Other,control theory,"system,repetitive control,control"
22959,7,1,1,0,0,0,1,0,0,1306,5.06,25.76,24.07,1.99,0.0,0.08,0.23,Other,control theory,"pid controller,controller,design"
124774,7,1,1,1,0,0,0,0,0,173,12.5,80.0,7.64,9.25,0.0,0.0,5.2,Other,real time computing,"system,accuracy,global positioning system"
96415,7,1,1,0,0,0,1,0,0,379,-71.43,-69.23,13.8,0.0,0.0,0.0,0.0,Other,immunology,"immunotherapy,dermatitis,atopic dermatitis"
87577,7,1,1,0,0,0,1,0,0,853,8.0,-56.45,3.72,1.88,0.0,0.0,0.0,Other,control engineering,"plc,plc technology,plc技术"
2611,7,1,1,0,1,0,0,0,0,3150,-32.26,-8.7,21.35,0.06,0.0,0.0,0.0,Other,internal medicine,"heart failure,assist device,ventricular assist device"
119366,7,5,5,2,0,1,2,0,0,206,-40.0,-60.0,6.78,44.17,0.0,36.89,0.0,CV,artificial intelligence,"bridge,method,images"
8929,7,1,1,0,1,0,0,0,0,1362,-12.9,31.71,47.91,0.37,0.0,0.0,0.07,Other,cell biology,"polysialic acid,neural cell adhesion molecule,acid"
113628,7,2,2,1,0,0,1,0,0,254,-57.14,-50.0,10.14,16.93,0.0,14.57,1.57,Other,optics,"results,underwater,turbulence"
7383,7,1,1,0,0,0,1,0,0,1788,-62.5,-45.45,26.55,0.0,0.0,0.0,0.06,Other,distributed computing,"memory,distributed shared memory,system"
98207,7,1,1,0,0,0,1,0,0,319,-25.0,-18.18,10.21,0.0,0.0,0.0,0.0,Other,optics,"complex refractive index,transmittance,extinction"
109497,7,4,3,0,0,0,3,0,1,242,-66.67,-27.27,16.31,31.4,19.01,3.72,0.41,AI/ML,artificial intelligence,"network,paper,approach"
827,7,3,3,0,0,2,1,0,0,3607,-6.96,-6.14,49.44,4.13,0.03,0.47,0.03,Other,statistics,"estimation,estimator,kernel density estimation"
323,7,1,1,0,0,0,1,0,0,3115,11.6,11.6,44.38,0.03,0.0,0.0,0.0,Other,composite material,"amorphous metal,metallic glasses,glass"
38063,7,2,2,1,0,0,1,0,0,736,-32.65,-23.26,30.12,2.45,0.0,0.27,0.0,Other,optics,"tomography,method,reconstruction"
108945,7,2,2,0,0,0,2,0,0,693,-64.47,-75.45,4.08,3.03,0.0,0.0,0.0,Other,finance,"智能投顾,internet finance,互联网金融"
48038,7,1,1,0,0,0,1,0,0,643,-60.0,-51.72,13.62,0.31,0.0,0.0,0.0,Other,pharmacology,"dissolution,pharmacokinetics,ivivc"
64623,7,6,6,0,0,0,6,0,0,467,-53.85,-50.0,28.57,1.28,0.0,0.0,0.0,Other,immunology,"transplantation,cells,rejection"
26292,7,4,4,0,1,1,3,0,0,964,-20.0,28.0,27.57,3.32,0.21,0.1,0.41,Other,mathematical optimization,"minimum spanning tree,spanning tree,problem"
2703,7,5,5,0,2,0,3,0,0,2526,78.24,63.81,25.93,65.44,0.04,65.87,0.12,CV,artificial intelligence,"segmentation,images,method"
53380,7,1,1,0,0,0,1,0,0,987,-42.53,-55.36,8.27,0.61,0.0,0.0,0.2,Other,public relations,"library,makerspaces,study"
37090,7,3,3,1,1,0,1,0,0,736,-80.77,-79.17,18.95,0.95,0.0,0.14,0.0,Other,distributed computing,"paper,system,cloud computing"
10170,7,1,1,0,0,1,0,0,0,1502,-42.03,-18.37,21.79,1.66,0.0,0.07,0.73,Other,control theory,"system,paper,model"
25573,7,1,1,0,0,0,1,0,0,1123,-50.0,-61.84,9.23,0.62,0.0,0.09,0.0,Other,geochemistry,"xujiahe formation,sichuan basin,须家河组"
69125,7,4,4,0,3,0,1,0,0,754,27.78,9.52,6.22,1.06,0.0,0.13,0.13,Other,medical education,"residents,training,neurosurgery"
29295,7,2,1,0,0,0,1,0,1,1459,-36.96,-42.57,10.33,5.96,0.62,0.89,0.21,Other,knowledge management,"information,data,paper"
5348,7,1,1,0,0,0,1,0,0,2220,-2.88,23.85,19.36,0.27,0.0,0.0,0.0,Other,acoustics,"nonlinear system,method,damage"
53136,7,2,2,2,0,0,0,0,0,709,0.0,28.57,7.89,0.0,0.0,0.0,0.0,Other,mechanics,"method,results,particles"
23155,7,1,1,0,0,0,1,0,0,2007,-53.11,-51.46,6.08,0.6,0.0,0.05,0.0,Other,structural engineering,"concrete,mass concrete,temperature"
63598,7,3,0,0,0,0,0,0,3,579,-36.0,-23.81,16.27,7.43,0.0,4.15,0.17,Other,anatomy,"tears,cemental tear,teeth"
91987,7,3,3,0,1,2,0,0,0,478,-50.0,-23.81,4.8,5.02,0.0,0.0,2.09,Other,embedded system,"paper,arduino,system"
43251,7,6,5,1,0,0,4,0,1,898,1145.45,291.43,15.51,65.48,0.33,0.67,0.0,AI/ML,artificial intelligence,"intrusion detection system,network,detection"
18545,7,1,1,0,0,0,1,0,0,1181,13.64,25.0,12.67,1.02,0.0,0.25,1.61,Other,optics,"microelectromechanical systems,mirror,system"
108245,7,1,1,0,0,1,0,0,0,266,-66.67,0.0,12.39,3.38,0.0,0.0,0.0,Other,software engineering,"software,model,data"
46893,7,3,3,0,0,0,3,0,0,575,-18.18,-30.77,52.07,19.3,0.0,0.0,0.17,Other,computational biology,"microrna,sequence,prediction"
10918,7,1,1,0,0,0,1,0,0,2387,-42.17,-21.95,12.55,0.13,0.0,0.0,0.0,Other,international trade,"trade,countries,impact"
110832,7,5,5,0,0,4,1,0,0,375,-71.43,-78.72,4.59,0.8,0.0,0.0,0.27,Other,electrical engineering,"lightning,输电线路,transmission line"
