cluster_id,total_PRCSF,total_AI,total_PLA_AI,total_PLAN_AI,total_PLAAF_AI,total_PLARF_AI,total_PLAOther_AI,total_PAP_AI,total_MPS_AI,NP,growth_percent_5yr,growth_percent_3yr,citations_per_paper,ai_percent,nlp_percent,cv_percent,ro_percent,max_type,level1_mag,subject
9465,372,158,157,36,58,19,49,1,0,2081,16.26,-1.38,10.88,35.56,0.0,0.34,24.03,AI/ML,mathematical optimization,"path planning,planning,motion planning"
14228,354,197,197,9,105,13,82,2,0,1653,-22.14,-37.42,12.58,12.34,0.0,2.48,0.24,Other,artificial intelligence,"radar,method,results"
31538,347,20,19,1,2,0,16,1,0,2247,-71.83,-72.35,8.47,0.76,0.0,0.09,0.0,Other,operations management,"medical equipment,meta-analysis,医疗设备"
30379,338,116,116,37,40,9,34,0,0,1186,10.34,-29.67,8.48,12.56,0.0,0.0,0.59,Other,mathematical optimization,"problem,results,model"
7346,323,57,57,23,5,14,18,0,0,2401,-20.41,-15.83,13.86,6.66,0.0,0.12,14.58,Other,control theory,"system,inertial navigation system,method"
2430,320,96,95,25,25,23,26,3,0,3369,-17.44,-4.13,35.0,10.95,0.06,0.68,4.75,Other,control theory,"kalman filter,filter,system"
381,312,18,18,3,4,4,8,0,0,4797,28.19,1.26,28.38,0.94,0.0,0.06,0.08,Other,algorithm,"estimation,direction,method"
9575,310,43,42,18,11,7,10,1,0,1980,-17.98,-13.1,11.97,5.76,0.0,0.91,2.42,Other,control theory,"problem,paper,kalman filter"
27954,305,37,36,4,12,4,18,0,1,1397,34.09,6.31,8.64,2.58,0.0,0.36,0.0,Other,electronic engineering,"jamming,radar,method"
4099,295,106,106,22,41,38,15,0,0,2576,-27.35,-24.11,14.63,5.63,0.0,0.12,2.14,Other,control theory,"guidance law,missile,paper"
52,286,1,0,0,0,0,0,1,0,5697,-59.16,-25.69,34.61,0.19,0.0,0.0,0.0,Other,cancer research,"survivin,expression,apoptosis"
4777,284,74,73,19,19,6,33,1,0,2522,-37.19,-26.92,18.97,9.36,0.0,0.59,0.83,Other,control theory,"model,target tracking,results"
44343,279,6,6,0,0,2,4,0,0,1042,-45.76,-60.98,4.71,0.0,0.0,0.0,0.0,Other,mechanics,"numerical simulation,数值模拟,shaped charge"
14945,278,88,88,21,27,29,17,0,0,1700,66.13,49.28,16.49,5.71,0.0,0.0,3.53,Other,control theory,"guidance law,missile,paper"
53051,277,1,1,0,0,0,1,0,0,890,-81.13,-82.14,7.75,0.0,0.0,0.0,0.0,Other,clinical psychology,"anxiety,depression,mental health"
29944,277,126,124,37,15,13,60,0,2,1245,-41.07,-40.0,7.75,7.71,0.0,0.08,0.0,Other,reliability engineering,"system,method,testability"
6457,276,3,3,1,0,1,1,0,0,2473,-4.14,-6.08,13.77,0.24,0.0,0.0,0.0,Other,structural engineering,"projectile,penetration,concrete"
2741,269,56,56,15,9,19,19,1,0,3029,47.89,41.26,23.75,2.84,0.0,0.1,0.23,Other,reliability engineering,"model,method,process"
558,263,1,1,0,0,0,1,0,0,4634,-56.0,-19.51,75.24,0.06,0.02,0.0,0.0,Other,molecular biology,"rna interference,rna,expression"
85,261,112,111,13,27,5,67,0,1,8133,-19.4,-4.41,69.7,18.05,0.06,8.72,0.1,Other,algorithm,"compressed sensing,sensing,paper"
2404,261,111,110,16,13,23,63,2,0,3565,-65.3,-56.32,18.43,13.21,0.03,0.39,0.06,Other,algorithm,"empirical mode decomposition,hilbert–huang transform,method"
579,254,116,114,24,32,19,41,2,1,4234,-40.5,-28.0,39.56,16.77,0.02,5.83,2.48,Other,algorithm,"particle filter,filter,method"
80878,252,50,50,25,9,7,12,0,0,910,-75.44,-70.83,3.65,1.43,0.0,0.11,0.0,Other,ancient history,"高超声速飞行器,anti-ship missile,反舰导弹"
7,252,3,3,1,1,0,1,0,0,7817,-13.9,-22.89,27.05,0.37,0.0,0.03,0.03,Other,surgery,"vertebroplasty,fractures,patients"
1685,249,15,15,1,9,2,5,0,0,3058,-13.25,-11.11,22.5,0.39,0.0,0.07,0.0,Other,electronic engineering,"mimo radar,radar,mimo"
4,247,4,4,0,0,0,4,0,0,9605,-24.68,-5.54,36.92,0.18,0.0,0.05,0.0,Other,pathology,"gastrointestinal stromal tumors,tumors,stromal tumors"
2119,240,158,156,21,29,2,105,1,1,2976,2.08,-1.01,13.71,20.03,0.0,0.2,0.03,Other,artificial intelligence,"signals,modulation,classification"
1044,235,188,188,44,63,35,58,0,0,3845,-34.78,-22.28,30.02,35.97,0.08,2.37,0.31,AI/ML,artificial intelligence,"paper,evidence theory,method"
23954,234,149,149,4,7,2,138,0,0,1263,25.61,47.14,11.76,7.68,0.0,0.16,0.24,Other,real time computing,"satellite,problem,scheduling (computing)"
81,226,56,54,6,3,3,42,2,0,5952,-54.78,-35.16,34.67,1.43,0.0,0.2,0.02,Other,electronic engineering,"cognitive radio,paper,network"
19,224,19,19,1,5,2,11,0,0,6331,-43.54,-21.79,28.22,0.41,0.02,0.02,0.02,Other,algorithm,"low-density parity-check code,code,decoding methods"
17704,222,1,1,0,0,0,1,0,0,1874,-45.71,-39.68,14.36,0.27,0.0,0.0,0.16,Other,medical emergency,"injury,patients,crush syndrome"
41054,221,11,11,5,0,2,4,0,0,1007,3.92,-7.02,8.39,0.4,0.0,0.0,0.1,Other,composite material,"propellant,propellants,results"
385,220,3,3,0,0,0,3,0,0,4416,2.88,6.98,75.89,0.0,0.0,0.0,0.0,Other,immunology,"cells,mesenchymal stem cell,mesenchymal stem cells"
59199,218,85,85,21,37,5,25,0,0,849,-17.86,-14.81,5.88,19.32,0.0,0.24,3.3,Other,operations research,"air combat,model,method"
121,218,3,3,0,0,0,3,0,0,5511,-35.07,-12.42,74.84,0.2,0.0,0.02,0.0,Other,cancer research,"cells,cancer stem cell,cancer"
13386,213,22,22,9,0,2,11,0,0,1834,-12.05,-14.12,11.8,0.98,0.0,0.11,0.05,Other,remote sensing,"propagation,results,method"
7940,210,65,65,28,12,4,25,0,0,2062,-3.42,24.18,15.48,6.35,0.05,1.41,0.0,Other,remote sensing,"clutter,sea clutter,radar"
4237,208,191,180,20,23,26,115,7,10,3283,-57.38,-49.81,40.49,50.26,0.03,42.64,2.86,CV,artificial intelligence,"scale-invariant feature transform,images,method"
8052,206,122,121,10,15,27,72,3,1,2177,21.9,21.9,11.35,44.79,0.0,48.28,0.09,CV,artificial intelligence,"method,target detection,detection"
540,204,2,2,0,0,0,2,0,0,4035,-3.2,13.62,42.95,0.3,0.0,0.05,0.02,Other,pathology,"intervertebral disc,degeneration,cells"
1155,204,17,17,0,1,1,15,0,0,3374,-57.02,-39.16,31.62,0.09,0.0,0.09,0.0,Other,radiology,"angiography,image quality,radiation dose"
290,201,1,1,0,0,0,1,0,0,4997,-60.75,-36.52,55.41,0.0,0.0,0.0,0.0,Other,internal medicine,"cells,therapy,myocardial infarction"
54433,201,96,95,7,50,1,38,0,1,884,20.83,3.57,8.19,15.16,0.11,0.23,0.0,Other,artificial intelligence,"radar,signals,method"
16685,201,5,5,0,0,0,5,0,0,2298,-19.75,-29.61,8.63,0.0,0.0,0.0,0.0,Other,nursing,"preparedness,study,nurses"
1591,199,2,2,0,0,0,2,0,0,3193,-25.37,1.32,58.01,0.28,0.0,0.0,0.06,Other,cell biology,"cells,adipose tissue,stem cells"
4280,199,4,4,0,1,0,3,0,0,2831,-10.67,-10.07,21.18,0.18,0.04,0.0,0.04,Other,internal medicine,"acute mountain sickness,sickness,mountain sickness"
3193,197,1,1,0,0,0,1,0,0,3037,-18.42,-6.06,16.04,0.07,0.0,0.0,0.03,Other,surgery,"flap,reconstruction,defects"
1073,195,31,31,16,4,5,6,0,0,3171,-23.95,-8.63,23.98,2.18,0.0,1.26,0.03,Other,algorithm,"fractional fourier transform,transform,fourier transform"
17,194,135,129,21,42,23,49,4,5,8344,-21.52,4.83,48.22,19.89,0.08,1.31,1.22,Other,mathematical optimization,"particle swarm optimization,optimization,results"
19898,189,31,31,12,0,5,14,0,0,1531,-19.33,-28.36,11.26,6.6,0.0,0.13,23.84,Other,control theory,"calibration,method,system"
7060,188,152,152,59,20,27,52,1,0,2131,-32.71,-37.93,11.52,28.25,0.0,0.19,0.09,AI/ML,electronic engineering,"fault diagnosis,method,circuit"
4134,186,55,55,3,8,6,38,0,0,2463,8.2,13.79,16.52,9.58,0.0,5.24,0.12,Other,artificial intelligence,"inverse synthetic aperture radar,method,radar imaging"
11648,183,4,4,0,0,0,4,0,0,1850,-2.68,1.87,20.6,0.54,0.0,0.0,0.0,Other,internal medicine,"heat stroke,stroke,heatstroke"
1128,180,3,3,2,1,0,0,0,0,2911,-11.88,-16.04,23.98,0.1,0.0,0.0,0.03,Other,thermodynamics,"efficiency,performance,optimization"
39426,179,120,120,29,42,13,39,1,0,1142,-32.0,-50.0,8.38,12.0,0.0,0.0,0.79,Other,reliability engineering,"system,health management,paper"
2971,176,6,6,0,0,0,6,0,0,3783,26.64,-4.33,29.71,0.13,0.0,0.0,0.0,Other,internal medicine,"liver injury,injury,drug-induced liver injury"
1430,176,1,0,0,0,0,0,1,0,3445,5.83,-13.87,22.21,0.17,0.0,0.0,0.12,Other,surgery,"laminoplasty,patients,myelopathy"
4694,174,11,11,2,5,0,5,1,0,2414,-30.58,-23.64,16.85,1.08,0.0,0.25,0.0,Other,algorithm,"clutter,radar,space-time adaptive processing"
26783,174,54,51,10,6,14,21,1,2,1519,-31.11,-29.55,7.62,8.49,0.0,0.2,4.21,Other,control theory,"method,allan variance,results"
307,173,1,1,0,0,0,1,0,0,4182,-54.44,-42.66,32.58,0.12,0.0,0.02,0.0,Other,radiology,"radiofrequency ablation,ablation,hepatocellular carcinoma"
553,173,1,1,0,0,0,1,0,0,5008,-27.31,-29.74,17.0,0.0,0.0,0.02,0.0,Other,internal medicine,"prostatitis,chronic prostatitis,pelvic pain syndrome"
33,171,1,1,0,0,0,1,0,0,6183,-16.17,-13.1,35.97,0.63,0.0,0.21,0.31,Other,surgery,"nephrectomy,partial nephrectomy,patients"
24522,170,38,38,29,2,0,7,0,0,1372,-44.44,-29.58,13.92,1.68,0.0,0.0,0.0,Other,operations research,"spare part,spare parts,model"
832,169,2,2,0,0,0,2,1,0,4419,1.21,-10.68,21.52,0.09,0.0,0.07,0.0,Other,surgery,"femoral head,osteonecrosis,head"
5108,168,69,68,24,22,7,20,1,0,2350,-12.05,-37.07,26.76,17.79,0.04,4.81,1.28,Other,artificial intelligence,"tracking,data association,paper"
96,167,1,1,0,0,0,1,0,0,5367,34.78,72.22,110.12,0.02,0.0,0.0,0.0,Other,cell biology,"hypoxia,expression,cells"
415,167,3,3,0,0,0,3,0,0,5369,-53.26,-29.07,21.15,0.35,0.0,0.19,0.13,Other,surgery,"capsule endoscopy,endoscopy,patients"
489,165,1,1,0,0,0,1,0,0,5282,-32.68,-23.7,36.86,0.0,0.0,0.0,0.0,Other,internal medicine,"patients,hepatitis b,entecavir"
3973,163,8,8,3,1,0,4,0,0,2796,-22.3,-47.32,16.13,1.0,0.0,0.0,0.46,Other,algorithm,"results,method,gnss applications"
3542,161,18,18,2,3,4,11,0,0,2622,-23.08,-6.98,22.36,0.69,0.0,0.04,0.0,Other,algorithm,"beamforming,performance,signals"
22798,161,69,69,20,25,2,23,0,0,1170,13.43,7.04,15.01,33.33,0.0,0.09,14.1,AI/ML,mathematical optimization,"problem,paper,results"
3134,161,105,104,32,22,4,48,2,1,2470,3.24,-12.55,23.45,31.66,0.0,7.17,4.13,AI/ML,algorithm,"filter,tracking,paper"
26435,161,20,20,2,1,1,16,0,0,1204,-52.63,-47.06,9.53,1.99,0.17,0.83,0.0,Other,optics,"radar,results,signals"
353,160,2,2,0,0,0,2,0,0,4101,-50.6,-26.79,52.01,0.2,0.0,0.02,0.0,Other,pathology,"lymphangiogenesis,metastasis,expression"
366,159,1,1,0,0,0,1,0,0,5049,-16.97,-9.64,22.73,0.12,0.0,0.04,0.04,Other,surgery,"thrombosis,patients,sinus thrombosis"
1291,157,1,1,0,0,0,1,0,0,3631,-26.46,-31.91,22.77,0.19,0.0,0.0,0.08,Other,surgery,"gastrectomy,gastric cancer,cancer"
90,153,1,1,0,0,0,1,0,0,5575,-27.03,7.39,74.18,0.05,0.02,0.0,0.02,Other,internal medicine,"adiponectin,levels,study"
53421,152,17,9,0,1,0,8,3,6,2069,-68.81,-75.97,3.89,0.19,0.0,0.0,0.0,Other,computer security,"计算机,网络安全,network security"
7384,152,15,14,6,3,0,5,1,0,2154,34.51,9.77,14.66,2.41,0.0,0.09,0.84,Other,algorithm,"multilateration,method,paper"
4253,151,2,2,0,0,0,2,0,0,2492,0.56,-10.4,25.07,0.12,0.0,0.08,0.0,Other,radiology,"radiotherapy,patients,hepatocellular carcinoma"
9721,151,1,1,0,0,0,1,0,0,2128,-58.22,-59.06,17.11,0.09,0.0,0.0,0.0,Other,anesthesia,"resuscitation,hemorrhagic shock,patients"
55555,151,22,22,4,7,2,9,0,0,856,-40.0,-41.07,7.34,2.22,0.0,0.7,0.12,Other,optics,"infrared,aircraft,infrared radiation"
853,149,1,1,0,0,0,1,0,0,4312,-1.95,1.21,22.28,2.53,0.02,0.05,0.0,Other,surgery,"trigeminal neuralgia,neuralgia,patients"
37719,146,3,2,0,0,0,2,1,0,926,-79.31,-78.18,12.12,0.0,0.0,0.0,0.0,Other,psychiatry,"factors,study,depression"
9935,145,21,21,0,1,0,20,0,0,1954,42.03,36.11,10.64,0.41,0.0,0.0,0.0,Other,computer network,"satellite,network,satellite networks"
72487,143,5,5,0,3,1,1,0,0,679,2.38,-6.52,7.55,1.03,0.0,0.0,0.15,Other,mechanics,"results,warhead,velocity"
56446,143,65,65,31,18,5,14,0,0,744,-29.79,0.0,9.98,8.74,0.0,0.94,1.08,Other,algorithm,"paper,fusion,method"
66689,143,2,2,0,0,0,2,0,0,622,-42.22,-31.58,14.31,0.16,0.0,0.0,0.0,Other,internal medicine,"sickness,hypoxia,chronic mountain sickness"
3221,142,4,4,3,0,0,1,0,0,2439,-25.0,5.15,8.83,0.25,0.0,0.0,0.0,Other,mechanics,"railgun,results,armature"
16592,141,17,17,4,1,0,12,0,0,1445,-48.65,-52.5,11.36,0.97,0.0,0.0,0.0,Other,electronic engineering,"system,interference,interference (wave propagation)"
29968,140,69,69,10,20,11,33,2,1,1343,-56.32,-51.9,8.77,16.31,0.37,2.23,0.37,Other,data mining,"cloud model,cloud computing,model"
445,140,1,1,0,0,0,1,0,0,4438,19.72,1.19,18.94,0.05,0.0,0.0,0.05,Other,urology,"prostate,patients,hyperplasia"
2817,139,1,1,0,1,0,0,0,0,3412,2.07,-6.64,25.42,0.32,0.0,0.03,0.0,Other,internal medicine,"iga nephropathy,nephropathy,patients"
87268,138,51,50,8,23,0,19,1,0,494,-37.04,-39.29,7.56,8.91,0.0,0.61,0.4,Other,operations research,"model,paper,method"
3157,138,5,5,0,0,0,5,0,0,2276,-33.98,-20.0,55.27,0.48,0.0,0.0,0.0,Other,neuroscience,"injury,expression,regeneration"
304,137,2,2,0,0,0,2,0,0,4594,14.79,17.53,21.75,0.81,0.02,0.07,0.02,Other,surgery,"moyamoya disease,disease,patients"
68783,137,24,24,7,7,4,7,0,0,933,-54.29,-51.52,7.89,2.68,0.0,0.0,0.21,Other,computer security,"paper,system,method"
4811,137,1,1,0,0,0,1,0,0,2432,-67.86,-52.63,55.27,0.0,0.0,0.0,0.0,Other,pathology,"cells,stem cells,stem cell"
379,136,2,1,0,0,0,1,1,0,4190,-66.16,-37.96,19.08,0.1,0.0,0.0,0.07,Other,electronic engineering,"orthogonal frequency-division multiplexing,system,synchronization"
10438,136,4,4,0,0,0,4,0,0,1713,-28.85,-7.5,16.13,0.18,0.0,0.0,0.0,Other,optics,"beam (structure),laser,beam"
48277,135,2,2,0,1,0,1,0,0,820,-76.92,-69.23,7.84,0.0,0.0,0.0,0.0,Other,clinical psychology,"social support,心理健康,mental health"
1398,133,29,28,0,0,2,26,2,0,3123,-76.54,-51.28,37.77,5.12,0.0,0.0,0.0,Other,pathology,"cancer,mass spectrometry,proteomics"
2171,132,3,3,0,0,0,3,0,0,2774,-28.57,-31.03,31.98,0.29,0.0,0.0,0.0,Other,internal medicine,"cells,interstitial cell of cajal,cajal"
6811,131,14,14,7,4,1,2,0,0,1854,31.63,13.16,24.75,2.0,0.0,0.81,0.16,Other,algorithm,"detector,clutter,performance"
37413,131,14,14,2,1,0,12,0,0,1026,-3.64,-25.35,15.28,0.0,0.0,0.0,0.0,Other,internal medicine,"hypoxia,study,hypoxia (medical)"
30411,130,93,93,21,26,7,44,0,0,1064,85.71,0.0,10.82,36.18,0.0,17.58,0.0,AI/ML,artificial intelligence,"radar,target recognition,method"
28637,130,2,2,0,0,0,2,0,0,1501,-57.78,-60.42,6.49,0.07,0.0,0.0,0.0,Other,radiology,"肋骨骨折,rib fracture,多层螺旋ct"
41,130,4,4,0,0,0,4,0,0,6967,50.39,28.13,52.32,0.32,0.0,0.0,0.0,Other,internal medicine,"lung cancer,patients,cancer"
874,130,2,2,0,0,0,2,0,0,4699,38.7,36.82,31.73,0.15,0.02,0.06,0.0,Other,surgery,"aortic dissection,dissection,patients"
54775,129,2,1,1,0,0,0,1,0,1317,-56.76,-65.47,3.95,0.23,0.08,0.0,0.0,Other,medical education,"teaching,医学影像学,medical imaging"
8701,129,2,2,2,0,0,0,0,0,1910,22.14,1.91,20.07,0.31,0.0,0.0,0.1,Other,structural engineering,"results,loading,effect"
1708,129,63,61,22,6,8,27,2,0,3312,-12.05,-17.67,22.62,17.15,0.03,6.55,0.12,Other,artificial intelligence,"empirical mode decomposition,hilbert–huang transform,decomposition"
1718,128,6,6,0,0,0,6,0,0,2991,43.43,33.51,70.76,0.33,0.0,0.0,0.03,Other,anesthesia,"neuropathic pain,pain,expression"
3964,128,118,110,8,28,28,48,6,4,2398,-79.91,-62.07,18.08,53.88,0.0,48.92,1.54,CV,artificial intelligence,"tracking,method,mean-shift"
7920,128,2,2,0,0,0,2,0,0,1926,-48.94,-20.0,47.64,0.1,0.0,0.0,0.0,Other,cell biology,"cells,mesenchymal stem cells,differentiation"
37728,128,12,12,1,5,3,4,0,0,1115,-40.66,-36.47,7.56,0.45,0.0,0.0,0.0,Other,electrical engineering,"electromagnetic interference,electromagnetic pulse,results"
58886,127,4,4,1,1,0,2,0,0,914,-60.71,-61.63,3.74,0.11,0.0,0.0,0.0,Other,surgery,"pneumothorax,spontaneous pneumothorax,自发性气胸"
1634,127,1,0,0,0,0,0,0,1,2734,-35.37,-29.33,23.72,0.18,0.0,0.0,0.0,Other,genetics,"population,loci,str loci"
46386,127,56,56,11,5,18,23,0,0,796,-34.88,7.69,6.96,11.06,0.0,0.88,6.66,Other,artificial intelligence,"navigation,results,method"
8755,127,20,20,3,6,7,4,0,0,2078,-1.47,1.52,34.84,3.8,0.0,0.0,5.53,Other,control theory,"problem,optimal control,method"
2467,127,3,3,0,0,0,3,0,0,2680,-10.16,-27.67,22.21,0.04,0.0,0.0,0.0,Other,microbiology,"streptococcus suis,infection,suis"
292,127,91,87,22,10,13,45,2,3,4572,-11.83,-21.15,34.85,8.42,0.02,0.66,0.07,Other,algorithm,"signals,blind signal separation,method"
425,127,10,8,2,0,0,6,1,1,4867,-58.54,-33.07,20.97,1.01,0.02,0.0,0.02,Other,computer security,"access control,model,paper"
1368,126,39,38,8,17,5,13,1,0,3384,-2.76,-9.03,76.87,39.24,0.06,0.15,0.03,AI/ML,mathematical optimization,"intuitionistic fuzzy,paper,method"
2137,126,16,16,5,3,3,6,0,0,3338,-60.55,-39.44,23.61,5.54,0.0,1.71,0.15,Other,computer graphics images,"model,method,paper"
1015,126,1,1,0,0,0,1,0,0,4074,19.13,9.16,28.33,0.17,0.0,0.05,0.0,Other,surgery,"cancer,endoscopic submucosal dissection,early gastric cancer"
47307,125,1,1,0,0,0,1,0,0,918,-50.79,-18.42,10.56,0.11,0.0,0.0,0.0,Other,structural engineering,"underwater explosion,explosion,results"
46983,125,59,58,8,29,9,21,0,1,743,-31.71,0.0,13.56,11.57,0.0,0.13,3.23,Other,real time computing,"method,problem,results"
4375,124,1,1,0,0,0,1,0,0,2914,-20.65,-15.17,18.11,0.34,0.0,0.03,0.14,Other,radiology,"biopsy,pneumothorax,patients"
26284,124,23,23,18,3,1,1,0,0,1327,32.81,30.77,12.98,1.06,0.0,0.15,0.08,Other,metallurgy,"corrosion,fatigue,behavior"
45234,123,21,21,1,2,6,14,0,0,1044,-32.18,5.36,9.47,1.53,0.0,0.57,1.92,Other,control theory,"projectile,results,trajectory"
17009,123,4,4,0,1,0,3,0,0,1943,42.03,13.29,17.78,0.36,0.0,0.05,0.05,Other,medical emergency,"care,tourniquet,injury"
107207,123,79,79,25,28,21,19,0,0,407,-59.09,-62.5,6.35,21.87,0.49,0.25,0.49,Other,artificial intelligence,"results,威胁评估,threat assessment"
1286,122,1,1,0,1,0,0,0,0,2731,8.18,-16.5,21.61,0.0,0.0,0.0,0.04,Other,mechanics,"plasma actuator,actuators,dielectric barrier discharge"
300,122,1,1,0,0,0,1,0,0,4342,-11.33,-9.57,25.14,0.28,0.09,0.0,0.0,Other,algorithm,"block cipher,cipher,cryptanalysis"
510,122,23,23,1,4,0,18,0,0,5221,-14.18,-6.28,69.07,2.15,0.17,0.08,0.02,Other,theoretical computer science,"network,complex network,model"
79731,122,2,0,0,0,0,0,2,0,573,-75.51,-60.0,8.32,0.35,0.0,0.0,0.0,Other,geochemistry,"西秦岭,gansu province,gold deposit"
15011,122,64,64,12,5,29,20,0,0,1764,-21.77,-15.65,8.44,12.93,0.0,7.82,0.68,Other,artificial intelligence,"star sensor,method,sensors"
1589,121,1,1,0,0,0,1,0,0,3473,10.09,-0.83,18.71,0.43,0.0,0.0,0.66,Other,surgery,"thyroidectomy,patients,endoscopic thyroidectomy"
951,121,3,3,1,0,0,2,0,0,3630,21.08,33.51,30.58,3.69,0.0,0.39,0.8,Other,surgery,"patients,screws,pedicle screw"
4381,120,67,67,16,2,13,36,2,0,2813,52.66,17.62,23.28,16.71,0.0,0.14,0.21,Other,algorithm,"signals,method,bearing (mechanical)"
68,120,118,102,8,34,4,56,1,15,6117,128.23,48.75,44.51,85.88,0.05,83.78,1.85,CV,artificial intelligence,"tracking,object tracking,visual tracking"
1480,120,7,6,0,0,0,6,1,0,3746,1.86,-13.91,27.06,0.77,0.0,0.0,0.0,Other,anesthesia,"postoperative cognitive dysfunction,dysfunction,cognitive dysfunction"
38742,118,11,11,1,2,1,8,0,0,966,0.0,-24.56,9.01,0.41,0.0,0.0,0.1,Other,electronic engineering,"radar,monopulse radar,results"
8646,118,4,2,0,0,0,2,1,1,1698,-18.57,-8.06,37.22,0.65,0.0,0.0,0.24,Other,neuroscience,"cells,olfactory ensheathing glia,transplantation"
72866,118,3,3,0,0,0,3,0,0,1043,-69.23,-61.45,4.18,0.77,0.0,0.0,0.0,Other,medical emergency,"住院药房,门诊药房,outpatient pharmacy"
27716,117,48,48,16,15,2,17,0,0,1170,-1.59,-26.19,12.28,15.56,0.0,9.15,0.0,Other,artificial intelligence,"track-before-detect,track,performance"
1176,117,2,2,1,0,0,1,0,0,3354,45.11,8.25,24.97,0.3,0.0,0.06,0.42,Other,surgery,"resection,hepatectomy,patients"
9084,117,10,10,0,3,1,6,0,0,1773,-9.9,13.75,15.94,0.23,0.0,0.0,0.11,Other,algorithm,"array,method,calibration"
60719,117,1,1,0,0,0,1,0,0,862,-51.11,-50.0,2.98,0.12,0.0,0.0,0.0,Other,structural engineering,"numerical simulation,explosive demolition,爆破拆除"
28431,116,20,20,6,0,1,13,0,0,1069,18.97,18.97,15.9,1.96,0.0,0.0,0.19,Other,reliability engineering,"system,reliability,model"
3608,115,6,5,0,0,0,5,1,0,2361,-50.0,-33.33,62.81,0.17,0.0,0.04,0.0,Other,cell biology,"cells,stem cells,neural stem cell"
7885,114,2,2,0,0,0,2,0,0,1703,34.29,20.51,17.54,0.0,0.0,0.0,0.06,Other,composite material,"fibers,polycarbosilane,temperature"
1333,114,1,1,0,0,0,1,0,0,3616,-6.09,-13.6,31.57,0.03,0.0,0.03,0.0,Other,internal medicine,"hepatocellular carcinoma,chemoembolization,carcinoma"
13660,114,8,8,0,0,1,7,0,0,1537,-2.99,-31.58,14.35,0.46,0.0,0.0,0.26,Other,composite material,"ceramic,materials,projectile"
1578,114,1,1,0,0,0,1,0,0,3655,14.49,-5.04,26.81,0.11,0.0,0.08,0.0,Other,internal medicine,"nasopharyngeal carcinoma,carcinoma,patients"
8006,113,70,67,5,46,32,15,2,1,2165,-19.15,17.53,25.03,37.37,0.18,3.0,0.05,AI/ML,artificial intelligence,"intuitionistic fuzzy,set,fuzzy sets"
8047,113,59,59,9,23,17,14,0,0,1931,-3.37,-6.01,19.97,3.83,0.0,0.05,0.52,Other,control theory,"vehicle,hypersonic vehicle,control"
34428,113,10,10,0,0,1,9,0,0,903,26.09,-10.77,16.78,0.66,0.0,0.22,0.0,Other,internal medicine,"exposure,effect,study"
57250,112,18,17,4,6,3,6,0,1,626,-52.78,-63.04,10.13,6.23,0.0,1.12,0.64,Other,control theory,"method,model,tracking"
49665,112,1,1,0,0,0,1,0,0,1326,-54.33,-56.72,4.39,0.08,0.0,0.0,0.0,Other,medical emergency,"合理用药,静脉用药调配中心,pharmacy intravenous admixture service"
871,112,2,2,0,0,0,2,0,0,4344,-43.97,-38.1,23.28,0.87,0.0,0.0,0.0,Other,dentistry,"teeth,post,restoration"
62706,112,10,10,0,0,0,10,0,0,1190,-59.21,-59.21,4.99,0.17,0.0,0.0,0.0,Other,industrial organization,"军民融合,innovation,civil-military integration"
2198,112,1,1,0,0,0,1,0,0,2973,-65.67,-42.5,32.78,0.0,0.0,0.0,0.0,Other,internal medicine,"liver transplantation,patients,transplantation"
7382,112,1,1,0,0,0,1,0,0,2631,42.11,-10.0,12.57,0.04,0.0,0.0,0.0,Other,surgery,"catheter,patients,peripherally inserted central catheter"
1920,112,2,2,0,0,0,2,0,0,2914,4.74,10.5,76.29,0.07,0.0,0.0,0.0,Other,immunology,"expression,cells,pd-l1"
20459,111,3,3,1,1,0,1,0,0,1329,-42.86,-37.66,9.51,0.3,0.08,0.0,0.08,Other,acoustics,"electromagnetic shielding,shielding effectiveness,results"
2039,111,1,1,0,0,0,1,0,0,4078,-1.49,13.07,29.09,0.07,0.0,0.02,0.0,Other,surgery,"pancreatitis,acute pancreatitis,patients"
51233,111,1,1,0,0,1,0,0,0,808,-50.0,-28.57,5.17,0.62,0.0,0.12,0.0,Other,mechanics,"numerical simulation,数值模拟,爆炸力学"
10654,111,8,8,0,1,0,7,0,0,1793,-25.2,1.1,15.83,4.74,0.0,2.34,0.67,Other,artificial intelligence,"synthetic aperture radar,paper,radar"
17275,111,12,12,3,4,0,5,0,0,1396,3.7,14.29,12.91,3.72,0.0,1.15,0.0,Other,algorithm,"constant false alarm rate,clutter,radar"
16791,111,2,2,0,0,0,2,0,0,1495,-48.33,-45.61,10.4,0.0,0.0,0.0,0.07,Other,optics,"laser,laser ablation,space debris"
11259,110,94,94,23,34,15,25,0,0,1987,-56.12,-52.75,22.92,53.3,0.05,1.16,0.4,AI/ML,artificial intelligence,"support vector machine,model,method"
2647,110,5,5,0,0,0,5,0,0,2804,-56.72,-35.56,29.42,0.61,0.0,0.61,0.0,Other,radiology,"angiography,plaques,patients"
15311,110,9,9,0,0,0,9,0,0,1711,-73.39,-69.44,9.62,0.41,0.0,0.0,0.0,Other,chromatography,"高效液相色谱法,板蓝根,hplc"
16778,110,2,2,0,0,0,2,0,0,1359,17.31,7.02,31.86,0.44,0.0,0.0,0.0,Other,cell biology,"cells,regeneration,stem cells"
